Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-wisg,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: accountName,Spreadsheet: postText,Spreadsheet: postImage,Spreadsheet: accountimage,Spreadsheet: commentnum,Spreadsheet: sharenum,Spreadsheet: reactionum,Spreadsheet: like,Spreadsheet: heart,Spreadsheet: laugh,Spreadsheet: surprise,Spreadsheet: sad,Spreadsheet: disgust,Spreadsheet: angry,Spreadsheet: commentacc1,Spreadsheet: comment1,Spreadsheet: blocks,Spreadsheet: randomise,Spreadsheet: type,Spreadsheet: question,Spreadsheet: correct_answer,Spreadsheet: feedback
30,1758454993631,21/09/2025 11:43,1758458593631,1,21/09/2025 13:43,238955,3,task-v8r9,,49329622,BLINDED,14114574,,complete,,68cfe3ec10421113fe6a7d1d,mobile,Apple iPhone,iOS 18.5,Mobile Safari 18.5,375x812,375x637,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,2,test item,test,ruwiaf,2,response,true,10665,10649,10665,10665,10649,10665,1,0,0,,Click Response,true response,8,object-13,test item,,,,,,,,,,,,,,,,,test_1,2,,Obi-Wan Kenobi only appears for 20 mins in Star Wars in the original Star Wars movie,true,The actor Alex Guinnes ended up earning an estimated $95 million from his appearence
31,1758454994114,21/09/2025 11:43,1758458594114,1,21/09/2025 13:43,238955,3,task-v8r9,,49329622,BLINDED,14114574,,complete,,68cfe3ec10421113fe6a7d1d,mobile,Apple iPhone,iOS 18.5,Mobile Safari 18.5,375x812,375x637,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,2,test item,test,ruwiaf,2,response,next,11150,11133,11150,11150,11133,11150,0,0,0,,Click Response,Click To Continue,7,object-39,test item,,,,,,,,,,,,,,,,,test_1,2,,Obi-Wan Kenobi only appears for 20 mins in Star Wars in the original Star Wars movie,true,The actor Alex Guinnes ended up earning an estimated $95 million from his appearence
32,1758454996053,21/09/2025 11:43,1758458596053,1,21/09/2025 13:43,238955,3,task-v8r9,,49329622,BLINDED,14114574,,complete,,68cfe3ec10421113fe6a7d1d,mobile,Apple iPhone,iOS 18.5,Mobile Safari 18.5,375x812,375x637,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,3,test item,ISI,jb9xyl,1,continue,,1966,1966,1966,1966,1966,1966,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,,,,,,,,,,,,,,,,,test_1,2,,The remote Kuril Islands are Russian territories ,true,They are located along the Pacific Ring of Fire 
33,1758454998897,21/09/2025 11:43,1758458598897,1,21/09/2025 13:43,238955,3,task-v8r9,,49329622,BLINDED,14114574,,complete,,68cfe3ec10421113fe6a7d1d,mobile,Apple iPhone,iOS 18.5,Mobile Safari 18.5,375x812,375x637,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,3,test item,test,ruwiaf,2,response,true,2834,2817,2834,2834,2817,2834,1,0,0,,Click Response,true response,8,object-13,test item,,,,,,,,,,,,,,,,,test_1,2,,The remote Kuril Islands are Russian territories ,true,They are located along the Pacific Ring of Fire 
34,1758455000978,21/09/2025 11:43,1758458600978,1,21/09/2025 13:43,238955,3,task-v8r9,,49329622,BLINDED,14114574,,complete,,68cfe3ec10421113fe6a7d1d,mobile,Apple iPhone,iOS 18.5,Mobile Safari 18.5,375x812,375x637,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,3,test item,test,ruwiaf,2,response,next,4921,4902,4921,4921,4902,4921,0,0,0,,Click Response,Click To Continue,7,object-39,test item,,,,,,,,,,,,,,,,,test_1,2,,The remote Kuril Islands are Russian territories ,true,They are located along the Pacific Ring of Fire 
35,1758455002933,21/09/2025 11:43,1758458602933,1,21/09/2025 13:43,238955,3,task-v8r9,,49329622,BLINDED,14114574,,complete,,68cfe3ec10421113fe6a7d1d,mobile,Apple iPhone,iOS 18.5,Mobile Safari 18.5,375x812,375x637,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,4,test item,ISI,jb9xyl,1,continue,,1964,1964,1964,1964,1964,1964,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,,,,,,,,,,,,,,,,,test_1,2,,"In the first of a series of swaps, Kyle traded a red paper-clip for a pair of flip flops",false,"His first swap was for a novelty pen, and his last was for a house. "
36,1758455007363,21/09/2025 11:43,1758458607363,1,21/09/2025 13:43,238955,3,task-v8r9,,49329622,BLINDED,14114574,,complete,,68cfe3ec10421113fe6a7d1d,mobile,Apple iPhone,iOS 18.5,Mobile Safari 18.5,375x812,375x637,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,4,test item,test,ruwiaf,2,response,true,4434,4417,4434,4434,4417,4434,0,0,0,,Click Response,true response,8,object-13,test item,,,,,,,,,,,,,,,,,test_1,2,,"In the first of a series of swaps, Kyle traded a red paper-clip for a pair of flip flops",false,"His first swap was for a novelty pen, and his last was for a house. "
37,1758455008814,21/09/2025 11:43,1758458608814,1,21/09/2025 13:43,238955,3,task-v8r9,,49329622,BLINDED,14114574,,complete,,68cfe3ec10421113fe6a7d1d,mobile,Apple iPhone,iOS 18.5,Mobile Safari 18.5,375x812,375x637,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,4,test item,test,ruwiaf,2,response,false,5884,5867,5884,5884,5867,5884,1,0,0,,Click Response,false response,9,object-11,test item,,,,,,,,,,,,,,,,,test_1,2,,"In the first of a series of swaps, Kyle traded a red paper-clip for a pair of flip flops",false,"His first swap was for a novelty pen, and his last was for a house. "
38,1758455009030,21/09/2025 11:43,1758458609030,1,21/09/2025 13:43,238955,3,task-v8r9,,49329622,BLINDED,14114574,,complete,,68cfe3ec10421113fe6a7d1d,mobile,Apple iPhone,iOS 18.5,Mobile Safari 18.5,375x812,375x637,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,4,test item,test,ruwiaf,2,response,false,6101,6084,6101,6101,6084,6101,1,0,0,,Click Response,false response,9,object-11,test item,,,,,,,,,,,,,,,,,test_1,2,,"In the first of a series of swaps, Kyle traded a red paper-clip for a pair of flip flops",false,"His first swap was for a novelty pen, and his last was for a house. "
39,1758455009179,21/09/2025 11:43,1758458609179,1,21/09/2025 13:43,238955,3,task-v8r9,,49329622,BLINDED,14114574,,complete,,68cfe3ec10421113fe6a7d1d,mobile,Apple iPhone,iOS 18.5,Mobile Safari 18.5,375x812,375x637,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,4,test item,test,ruwiaf,2,response,false,6251,6234,6251,6251,6234,6251,1,0,0,,Click Response,false response,9,object-11,test item,,,,,,,,,,,,,,,,,test_1,2,,"In the first of a series of swaps, Kyle traded a red paper-clip for a pair of flip flops",false,"His first swap was for a novelty pen, and his last was for a house. "
40,1758455009781,21/09/2025 11:43,1758458609781,1,21/09/2025 13:43,238955,3,task-v8r9,,49329622,BLINDED,14114574,,complete,,68cfe3ec10421113fe6a7d1d,mobile,Apple iPhone,iOS 18.5,Mobile Safari 18.5,375x812,375x637,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,4,test item,test,ruwiaf,2,response,next,6851,6834,6851,6851,6834,6851,0,0,0,,Click Response,Click To Continue,7,object-39,test item,,,,,,,,,,,,,,,,,test_1,2,,"In the first of a series of swaps, Kyle traded a red paper-clip for a pair of flip flops",false,"His first swap was for a novelty pen, and his last was for a house. "
41,1758455011686,21/09/2025 11:43,1758458611686,1,21/09/2025 13:43,238955,3,task-v8r9,,49329622,BLINDED,14114574,,complete,,68cfe3ec10421113fe6a7d1d,mobile,Apple iPhone,iOS 18.5,Mobile Safari 18.5,375x812,375x637,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,1,sm continue,Screen 1,atwkw5,1,continue,,1935.000000000029,1925,1935.000000000029,1935.000000000029,1925,1935.000000000029,1,0,0,,Click To Continue,Continue Button,2,object-45,sm continue,,,,,,,,,,,,,,,,,sm_2,,,,,
42,1758455017887,21/09/2025 11:43,1758458617887,1,21/09/2025 13:43,238955,3,task-v8r9,,49329622,BLINDED,14114574,,complete,,68cfe3ec10421113fe6a7d1d,mobile,Apple iPhone,iOS 18.5,Mobile Safari 18.5,375x812,375x637,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,9,post_single,post,yruilm,1,action,laugh,6207,6207,6211,6207,6207,6211,1,4,0,react,Social Media,Social Media,1,object-19,post_single,chad_s,There is no in between 🐶😂❤️,puppy image.png,puppyID.png,57,2,,,45,32,,,,,,,sm_2,3,filler,,,
43,1758455019436,21/09/2025 11:43,1758458619436,1,21/09/2025 13:43,238955,3,task-v8r9,,49329622,BLINDED,14114574,,complete,,68cfe3ec10421113fe6a7d1d,mobile,Apple iPhone,iOS 18.5,Mobile Safari 18.5,375x812,375x637,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,9,post_single,post,yruilm,1,action,share,7740,7740,7756,7740,7740,7756,1,16,0,share,Social Media,Social Media,1,object-19,post_single,chad_s,There is no in between 🐶😂❤️,puppy image.png,puppyID.png,57,2,,,45,32,,,,,,,sm_2,3,filler,,,
44,1758455020148,21/09/2025 11:43,1758458620148,1,21/09/2025 13:43,238955,3,task-v8r9,,49329622,BLINDED,14114574,,complete,,68cfe3ec10421113fe6a7d1d,mobile,Apple iPhone,iOS 18.5,Mobile Safari 18.5,375x812,375x637,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,9,post_single,post,yruilm,1,continue,,8458,8441,8458,8458,8441,8458,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,chad_s,There is no in between 🐶😂❤️,puppy image.png,puppyID.png,57,2,,,45,32,,,,,,,sm_2,3,filler,,,
45,1758455020150,21/09/2025 11:43,1758458620150,1,21/09/2025 13:43,238955,3,task-v8r9,,49329622,BLINDED,14114574,,complete,,68cfe3ec10421113fe6a7d1d,mobile,Apple iPhone,iOS 18.5,Mobile Safari 18.5,375x812,375x637,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,9,post_single,post,yruilm,1,response,share,7740,8441,8458,7740,8441,8458,1,718,0,share,Social Media,Social Media,1,object-19,post_single,chad_s,There is no in between 🐶😂❤️,puppy image.png,puppyID.png,57,2,,,45,32,,,,,,,sm_2,3,filler,,,
46,1758455020151,21/09/2025 11:43,1758458620151,1,21/09/2025 13:43,238955,3,task-v8r9,,49329622,BLINDED,14114574,,complete,,68cfe3ec10421113fe6a7d1d,mobile,Apple iPhone,iOS 18.5,Mobile Safari 18.5,375x812,375x637,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,9,post_single,post,yruilm,1,response,laugh,6207,8441,8458,6207,8441,8458,1,2251,0,react,Social Media,Social Media,1,object-19,post_single,chad_s,There is no in between 🐶😂❤️,puppy image.png,puppyID.png,57,2,,,45,32,,,,,,,sm_2,3,filler,,,
47,1758455039030,21/09/2025 11:43,1758458639030,1,21/09/2025 13:43,238955,3,task-v8r9,,49329622,BLINDED,14114574,,complete,,68cfe3ec10421113fe6a7d1d,mobile,Apple iPhone,iOS 18.5,Mobile Safari 18.5,375x812,375x637,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,10,post_single,post,yruilm,1,continue,,18899,18882,18899,18899,18882,18899,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,North London Council,"🌳 Help water our street trees this summer 🌞 Our street trees are feeling the heat and could use a little extra help to stay healthy and green 🥵 We’re lucky to have over 2,500 young trees across the borough, and while our teams are out daily watering them, young trees need up to 80 litres of water a week — especially during hot, dry weather.
Here’s how you can help: 💧If you’re walking by, top up the green watering bag,  pour water into the pipe, or water the soil around the tree 🚰 You can reuse rainwater, bath water, or even leftover washing-up water (it’s safe for the trees!) 🌅  Try to water in the morning or evening when it’s cooler — but any time helps. Trees clean our air, cool our streets, support birds and insects, and make our neighbourhoods more beautiful. Let’s return the favour and help them thrive! Thank you for helping to support our local trees 🙏",tree1.jpg,londoncouncil.jpg,,24,3,6,1,,,,,,,,sm_2,,trees,,,
48,1758455044101,21/09/2025 11:44,1758458644101,1,21/09/2025 13:44,238955,3,task-v8r9,,49329622,BLINDED,14114574,,complete,,68cfe3ec10421113fe6a7d1d,mobile,Apple iPhone,iOS 18.5,Mobile Safari 18.5,375x812,375x637,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,11,post_single,post,yruilm,1,action,heart,5099,5099,5101,5099,5099,5101,1,2,0,react,Social Media,Social Media,1,object-19,post_single,local dave,Just wanted to recommend a place to eat called Sarvs Slice. It serves Detroit style pizza and I have  been there twice this week. Absolutely amazing.,slice.png,slice ID.png,1,,,,4,,,,2,,Chet_apol,"I do want to try Detroit style ,and that looks very good. Will check it out ",sm_2,3,filler,,,
49,1758455046967,21/09/2025 11:44,1758458646967,1,21/09/2025 13:44,238955,3,task-v8r9,,49329622,BLINDED,14114574,,complete,,68cfe3ec10421113fe6a7d1d,mobile,Apple iPhone,iOS 18.5,Mobile Safari 18.5,375x812,375x637,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,11,post_single,post,yruilm,1,continue,,7968,7953,7968,7968,7953,7968,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,local dave,Just wanted to recommend a place to eat called Sarvs Slice. It serves Detroit style pizza and I have  been there twice this week. Absolutely amazing.,slice.png,slice ID.png,1,,,,4,,,,2,,Chet_apol,"I do want to try Detroit style ,and that looks very good. Will check it out ",sm_2,3,filler,,,
50,1758455046967,21/09/2025 11:44,1758458646967,1,21/09/2025 13:44,238955,3,task-v8r9,,49329622,BLINDED,14114574,,complete,,68cfe3ec10421113fe6a7d1d,mobile,Apple iPhone,iOS 18.5,Mobile Safari 18.5,375x812,375x637,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,11,post_single,post,yruilm,1,response,heart,5099,7953,7968,5099,7953,7968,1,2869,0,react,Social Media,Social Media,1,object-19,post_single,local dave,Just wanted to recommend a place to eat called Sarvs Slice. It serves Detroit style pizza and I have  been there twice this week. Absolutely amazing.,slice.png,slice ID.png,1,,,,4,,,,2,,Chet_apol,"I do want to try Detroit style ,and that looks very good. Will check it out ",sm_2,3,filler,,,
51,1758455055511,21/09/2025 11:44,1758458655511,1,21/09/2025 13:44,238955,3,task-v8r9,,49329622,BLINDED,14114574,,complete,,68cfe3ec10421113fe6a7d1d,mobile,Apple iPhone,iOS 18.5,Mobile Safari 18.5,375x812,375x637,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,12,post_single,post,yruilm,1,continue,,8547,8530,8547,8547,8530,8547,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,Barbel fishing,"I really can't remember a summer when I've spent so little time barbel fishing. It's been like 'groundhog day' week after week the Severn has remained low - only water from Clywedog, Lake Vyrnwy and various boreholes stopped the river being reduced to a mere trickle in places.
We've had to wait until halfway through September for a decent lump of water. Today at Shrewsbury, the river was carrying just over a metre of lovely coloured, fresh water - having risen steadily overnight.
Yesterday afternoon I fished pellets for 3 barbel and two chub and the river was just starting to colour up as I called it a day. Today's session was the usual one rod approach, but I'd decided that a meat attack might be the best bet to find a few bigger specimens.
There was nothing complicated about my set-up, a 3oz lead and a foot long hooklink armed with a size four hook. To add a bit of extra feed into the swim, I'd made up some PVA bags containing pellets and small pieces of luncheon meat.
Needless to say, sunken weed and twigs were ever present. That's only to be expected with the first floodwater of the season - but casting upstream and relatively close to the bank went some way to alleviating the problem.
Happily, my four hour session turned out to be very successful - six good sized barbel reminded me what I had been missing during the hot summer. Strangely enough, the biggest barbel was the first fish of the session and in lovely autumn sunshine too.",fish pic.png,fishID.png,2,,,,1,,4,,,,fishyPete,Nice!,sm_2,3,filler,,,
52,1758455065873,21/09/2025 11:44,1758458665873,1,21/09/2025 13:44,238955,3,task-v8r9,,49329622,BLINDED,14114574,,complete,,68cfe3ec10421113fe6a7d1d,mobile,Apple iPhone,iOS 18.5,Mobile Safari 18.5,375x812,375x637,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,13,post_single,post,yruilm,1,continue,,10383,10366,10383,10383,10366,10383,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,Hugo Spiers,"Fancy backing a film, supporting a crazy research expedition and helping enhance the lives of people in one of the most remote parts of our planet... ?! In 3 weeks I'll be leading a research expedition to understand the incredible knoweldge of indigenous sailors of the Marshall Islands. We we will be making a documentary about this research and bringing food and fishing gear to the atoll of Aur. Please donate $5 for our crowd funder!",hugopost.jpg,hugo.jpg,,,,4,3,,,,,,,,sm_2,3,filler,,,
53,1758455074764,21/09/2025 11:44,1758458674764,1,21/09/2025 13:44,238955,3,task-v8r9,,49329622,BLINDED,14114574,,complete,,68cfe3ec10421113fe6a7d1d,mobile,Apple iPhone,iOS 18.5,Mobile Safari 18.5,375x812,375x637,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,14,post_single,post,yruilm,1,action,laugh,8899,8899,8915.00000000003,8899,8899,8915.00000000003,1,16.000000000029104,0,react,Social Media,Social Media,1,object-19,post_single,Washington Post,"Former president Barack Obama and former first lady Michelle Obama addressed speculation about a divorce in her new podcast episode. ""She took me back!"" Barack Obama joked. ""It was touch and go for awhile!""",filler_ob.jpg,wp.jpg,,,,212,,,,,,,,,sm_2,3,filler,,,
54,1758455076547,21/09/2025 11:44,1758458676547,1,21/09/2025 13:44,238955,3,task-v8r9,,49329622,BLINDED,14114574,,complete,,68cfe3ec10421113fe6a7d1d,mobile,Apple iPhone,iOS 18.5,Mobile Safari 18.5,375x812,375x637,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,14,post_single,post,yruilm,1,continue,,10681,10665,10681,10681,10665,10681,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,Washington Post,"Former president Barack Obama and former first lady Michelle Obama addressed speculation about a divorce in her new podcast episode. ""She took me back!"" Barack Obama joked. ""It was touch and go for awhile!""",filler_ob.jpg,wp.jpg,,,,212,,,,,,,,,sm_2,3,filler,,,
